onset	duration	movement_onset	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id	junk
3.005	0.5	3.004	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s471	False
5.507	0.5	5.912	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.405	probe	AX	s471	False
7.281	0.5	7.28	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s471	False
9.783	0.5	10.266	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.483	probe	AX	s471	False
11.284	0.5	11.283	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s471	False
13.787	0.5	14.383	2.452	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.596	probe	AY	s471	False
16.24	0.5	16.239	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s471	False
18.743	0.5	19.309	1.772	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.566	probe	AY	s471	False
20.516	0.5	20.515	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s471	False
23.019	0.5	23.576	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.557	probe	AX	s471	False
24.929	0.5	24.928	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s471	False
27.432	0.5	27.851	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.419	probe	AX	s471	False
29.341	0.5	29.34	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s471	False
31.844	0.5	32.381	2.588	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.537	probe	AX	s471	False
34.434	0.5	34.433	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s471	False
36.936	0.5	37.719	1.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.783	probe	AY	s471	False
38.437	0.5	38.436	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s471	False
40.941	0.5	41.35	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.409	probe	BY	s471	False
42.442	0.5	42.441	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s471	False
44.945	0.5	45.573	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.628	probe	BY	s471	False
46.447	0.5	46.446	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s471	False
48.949	0.5	49.373	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.424	probe	AX	s471	False
50.586	0.5	50.585	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s471	False
53.089	0.5	53.466	2.044	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.377	probe	BX	s471	False
55.134	0.5	55.133	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s471	False
