onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
1.005	8.5	5.466	3.0	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	66,89,71,82,77	4.461	brief	Q17	s483	False
10.21	8.5	14.69	4.0	survey_medley	forward	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	66,89,71,82	4.48	upps	Q32	s483	False
19.416	8.5	24.16	4.0	survey_medley	forward	I am good at resisting temptation.	66,89,71,82,77	4.744	brief	Q09	s483	False
28.69	8.5	31.487	2.0	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	66,89,71,82,77	2.797	grit	Q01	s483	False
37.897	8.5	40.95	2.0	survey_medley	forward	There are only limited possibilities in my future.	66,89,71,82,77	3.053	future_time	Q30	s483	False
47.307	8.5	51.318	3.0	survey_medley	forward	I refuse things that are bad for me.	66,89,71,82,77	4.011	brief	Q14	s483	False
56.445	8.5	61.734	5.0	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	66,89,71,82,77	5.289	grit	Q06	s483	False
65.719	8.5	69.933	4.0	survey_medley	forward	I could do anything I want in the future.	66,89,71,82,77	4.214	future_time	Q27	s483	False
75.061	8.5	79.392	4.0	survey_medley	forward	People would say that I have iron self-discipline.	66,89,71,82,77	4.331	brief	Q16	s483	False
84.199	8.5	87.905	1.0	survey_medley	forward	I tend to act without thinking when I am really excited.	66,89,71,82	3.706	upps	Q37	s483	False
93.542	8.5	95.722	4.0	survey_medley	forward	I finish whatever I begin.	66,89,71,82,77	2.18	grit	Q07	s483	False
102.612	8.5	106.47	5.0	survey_medley	reverse	I often set a goal but later choose to pursue a different one.	66,89,71,82,77	3.858	grit	Q05	s483	False
111.615	8.5	115.821	1.0	survey_medley	forward	As I get older, I begin to experience time as limited.	66,89,71,82,77	4.206	future_time	Q31	s483	False
120.821	8.5	123.186	5.0	survey_medley	forward	My future is filled with possibilities.	66,89,71,82,77	2.365	future_time	Q24	s483	False
130.843	8.5	133.881	4.0	survey_medley	forward	My future seems infinite to me.	66,89,71,82,77	3.038	future_time	Q26	s483	False
139.846	8.5	143.362	2.0	survey_medley	reverse	I wish I had more self-discipline.	66,89,71,82,77	3.516	brief	Q15	s483	False
148.848	8.5	151.99	5.0	survey_medley	forward	Most of my life lies ahead of me.	66,89,71,82,77	3.142	future_time	Q25	s483	False
