onset	duration	movement_onset	EV	action	block_duration	experiment_exp_id	gain_amount	gain_probability	key_press	loss_amount	loss_probability	num_cards	num_click_in_round	num_loss_cards	risk	response_time	total_cards	trial_id	trial_type	worker_id	junk	feedback
3.014	8.624	11.638	-1.3748980255855254	end_round	8.624	columbia_card_task_fmri	12.0	0.8333333333333334	71.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-0.6733382927069407	8.624	0.0	stim	poldrack-single-stim	s611	False	1
12.394	1.5	11.643	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s611	False	0
14.101	5.148	19.249	-0.5415646922521915	draw_card	5.148	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	1.935298139149552	5.148	n/a	stim	poldrack-single-stim	s611	False	1
19.252	2.035	21.287	-3.5082313589188585	draw_card	2.035	columbia_card_task_fmri	14.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	4.366868822784632	2.035	2.0	stim	poldrack-single-stim	s611	False	0
22.04	1.5	21.289	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s611	False	0
23.745	2.639	26.384	1.1251019744144746	draw_card	2.639	columbia_card_task_fmri	15.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	0.4446465404091668	2.639	n/a	stim	poldrack-single-stim	s611	False	1
26.385	1.044	27.429	-1.7082313589188594	draw_card	1.044	columbia_card_task_fmri	15.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	2.766925084811461	1.044	2.0	stim	poldrack-single-stim	s611	False	0
28.181	1.5	27.43	n/a	-1.0	2.522	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s611	False	0
29.956	4.392	34.348	1.9584353077478085	draw_card	4.392	columbia_card_task_fmri	17.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	3.053290283965488	4.392	n/a	stim	poldrack-single-stim	s611	False	1
34.35	1.176	35.526	-1.108231358918858	end_round	1.176	columbia_card_task_fmri	17.0	0.8	71.0	-75.0	0.2	6.0	2.0	1.0	5.566829836712088	1.176	1.0	stim	poldrack-single-stim	s611	False	1
36.28	1.5	35.529	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s611	False	0
37.986	1.896	39.882	3.2917686410811404	draw_card	1.896	columbia_card_task_fmri	24.0	0.75	89.0	-60.0	0.25	8.0	1.0	2.0	5.13991037124309	1.896	n/a	stim	poldrack-single-stim	s611	False	1
39.883	0.84	40.723	0.2917686410811406	end_round	0.84	columbia_card_task_fmri	24.0	0.7142857142857143	71.0	-60.0	0.2857142857142857	8.0	2.0	2.0	6.714126789397099	0.84	1.0	stim	poldrack-single-stim	s611	False	1
41.479	1.5	40.728	n/a	-1.0	2.658	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s611	False	0
43.39	1.605	44.995	3.2917686410811404	draw_card	1.605	columbia_card_task_fmri	29.0	0.75	89.0	-75.0	0.25	8.0	1.0	2.0	13.799939375793222	1.605	n/a	stim	poldrack-single-stim	s611	False	1
44.997	0.528	45.525	-0.4225170732045711	end_round	0.528	columbia_card_task_fmri	29.0	0.7142857142857143	71.0	-75.0	0.2857142857142857	8.0	2.0	2.0	15.748990120086065	0.528	1.0	stim	poldrack-single-stim	s611	False	1
46.279	1.5	45.528	n/a	-1.0	2.386	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s611	False	0
47.916	2.047	49.963	-0.930453581141079	draw_card	2.047	columbia_card_task_fmri	17.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	9.0	1.0	2.0	2.857577946474436	2.047	n/a	stim	poldrack-single-stim	s611	False	1
49.965	0.518	50.483	-3.20823135891886	end_round	0.518	columbia_card_task_fmri	17.0	0.75	71.0	-65.0	0.25	9.0	2.0	2.0	4.2739135079849575	0.518	1.0	stim	poldrack-single-stim	s611	False	1
51.237	1.5	50.486	n/a	-1.0	2.522	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s611	False	0
53.011	3.086	56.097	3.39176864108114	end_round	3.086	columbia_card_task_fmri	14.0	0.9	71.0	-95.0	0.1	10.0	1.0	1.0	1.4669748515248244	3.086	0.0	stim	poldrack-single-stim	s611	False	1
56.855	1.5	56.104	n/a	-1.0	2.59	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s611	False	0
58.696	3.141	61.837	-0.7082313589188594	end_round	3.141	columbia_card_task_fmri	15.0	0.8	71.0	-65.0	0.2	10.0	1.0	2.0	0.7670033237255538	3.141	0.0	stim	poldrack-single-stim	s611	False	1
62.589	1.5	61.838	n/a	-1.0	2.386	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s611	False	0
64.227	2.43	66.657	0.8917686410811421	draw_card	2.43	columbia_card_task_fmri	17.0	0.8	89.0	-65.0	0.2	10.0	1.0	2.0	1.5669708832679137	2.43	n/a	stim	poldrack-single-stim	s611	False	1
